Reporter Identifier	Reporter Name
AM05645	GB13035-RA [PREDICTED: Apis mellifera similar to CG1599-PA (LOC550961), mRNA]
AM05645	GB13035-RA [PREDICTED: Apis mellifera similar to CG1599-PA (LOC550961), mRNA]
AM03924	GB11301-RA [PREDICTED: Apis mellifera similar to Abl tyrosine kinase CG4032-PA (LOC409127), mRNA]
AM03924	GB11301-RA [PREDICTED: Apis mellifera similar to Abl tyrosine kinase CG4032-PA (LOC409127), mRNA]
AM12276	GB19729-RA [PREDICTED: Apis mellifera similar to Cytochrome c, somatic (LOC724543), mRNA]
AM12276	GB19729-RA [PREDICTED: Apis mellifera similar to Cytochrome c, somatic (LOC724543), mRNA]
AM05435	GB12820-RA [PREDICTED: Apis mellifera hypothetical protein LOC726615 (LOC726615), mRNA]
AM05435	GB12820-RA [PREDICTED: Apis mellifera hypothetical protein LOC726615 (LOC726615), mRNA]
AM07091	GB14493-RA [PREDICTED: Apis mellifera similar to CG17761-PA (LOC725010), mRNA]
AM07091	GB14493-RA [PREDICTED: Apis mellifera similar to CG17761-PA (LOC725010), mRNA]
AM11091	GB18530-RA [PREDICTED: Apis mellifera similar to Trypsin 29F CG9564-PA (LOC727562), partial mRNA]
AM11091	GB18530-RA [PREDICTED: Apis mellifera similar to Trypsin 29F CG9564-PA (LOC727562), partial mRNA]
AM12649	GB20101-RA [PREDICTED: Apis mellifera similar to CG4893-PA, transcript variant 1 (LOC411570), mRNA]
AM12649	GB20101-RA [PREDICTED: Apis mellifera similar to CG4893-PA, transcript variant 1 (LOC411570), mRNA]
AM09578	GB17002-RA [PREDICTED: Apis mellifera similar to General transcription factor 3C polypeptide 5 (Transcription factor IIIC-epsilon subunit) (TF3C-epsilon) (TFIIIC 63 kDa subunit) (TFIIIC63) (LOC727205), mRNA]
AM09578	GB17002-RA [PREDICTED: Apis mellifera similar to General transcription factor 3C polypeptide 5 (Transcription factor IIIC-epsilon subunit) (TF3C-epsilon) (TFIIIC 63 kDa subunit) (TFIIIC63) (LOC727205), mRNA]
AM10227	GB17653-RA [PREDICTED: Apis mellifera similar to Nopp140 CG7421-PB, isoform B (LOC725047), mRNA]
AM10227	GB17653-RA [PREDICTED: Apis mellifera similar to Nopp140 CG7421-PB, isoform B (LOC725047), mRNA]
AM03635	GB11011-RA [PREDICTED: Apis mellifera similar to Connectin CG7503-PA (LOC724269), mRNA]
AM03635	GB11011-RA [PREDICTED: Apis mellifera similar to Connectin CG7503-PA (LOC724269), mRNA]
AM10917	GB18353-RA [PREDICTED: Apis mellifera similar to CG4848-PA (LOC727228), mRNA]
AM10917	GB18353-RA [PREDICTED: Apis mellifera similar to CG4848-PA (LOC727228), mRNA]
AM12002	GB19451-RA
AM12002	GB19451-RA
AM01086	BB170007B20A01.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170007B20A01 5', mRNA sequence
AM01086	BB170007B20A01.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170007B20A01 5', mRNA sequence
AM02607	"NW_001253447.1 SET: UI_EST BI517144; Apis mellifera linkage group 7 genomic contig, reference assembly (based on Amel_4.0 Group7.1)"
AM02607	"NW_001253447.1 SET: UI_EST BI517144; Apis mellifera linkage group 7 genomic contig, reference assembly (based on Amel_4.0 Group7.1)"
AM10988	GB18425-RA [PREDICTED: Apis mellifera similar to XPG-like endonuclease CG10670-PA (LOC724240), mRNA]
AM10988	GB18425-RA [PREDICTED: Apis mellifera similar to XPG-like endonuclease CG10670-PA (LOC724240), mRNA]
AM02697	GB10069-RA [PREDICTED: Apis mellifera similar to Thor CG8846-PA (LOC725039), mRNA]
AM02697	GB10069-RA [PREDICTED: Apis mellifera similar to Thor CG8846-PA (LOC725039), mRNA]
AM03173	GB10546-RA [PREDICTED: Apis mellifera similar to GPI7 protein (LOC725149), mRNA]
AM03173	GB10546-RA [PREDICTED: Apis mellifera similar to GPI7 protein (LOC725149), mRNA]
AM02782	GB10154-RA [PREDICTED: Apis mellifera similar to tumor suppressing subtransferable candidate 1 (LOC411793), mRNA]
AM02782	GB10154-RA [PREDICTED: Apis mellifera similar to tumor suppressing subtransferable candidate 1 (LOC411793), mRNA]
AM09229	GB16651-RA [PREDICTED: Apis mellifera similar to CG13865-PA.3 (LOC552586), mRNA]
AM09229	GB16651-RA [PREDICTED: Apis mellifera similar to CG13865-PA.3 (LOC552586), mRNA]
AM12130	GB19578-RA [PREDICTED: Apis mellifera similar to CG4523-PA, isoform A (LOC550929), mRNA]
AM12130	GB19578-RA [PREDICTED: Apis mellifera similar to CG4523-PA, isoform A (LOC550929), mRNA]
AM11116	GB18556-RA [PREDICTED: Apis mellifera similar to CG4071-PA, isoform A (LOC410883), mRNA]
AM11116	GB18556-RA [PREDICTED: Apis mellifera similar to CG4071-PA, isoform A (LOC410883), mRNA]
AM10482	GB17911-RA
AM10482	GB17911-RA
AM10840	GB18275-RA [PREDICTED: Apis mellifera similar to CG11722-PA (LOC726208), mRNA]
AM10840	GB18275-RA [PREDICTED: Apis mellifera similar to CG11722-PA (LOC726208), mRNA]
AM07382	GB14787-RA [PREDICTED: Apis mellifera hypothetical LOC409096 (LOC409096), mRNA]
AM07382	GB14787-RA [PREDICTED: Apis mellifera hypothetical LOC409096 (LOC409096), mRNA]
AM00776	DB780814 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10092H04 3', mRNA sequence
AM00776	DB780814 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10092H04 3', mRNA sequence
AM05950	GB13346-RA
AM05950	GB13346-RA
AM11035	GB18473-RA [PREDICTED: Apis mellifera similar to CG13229-PA (LOC413527), mRNA]
AM11035	GB18473-RA [PREDICTED: Apis mellifera similar to CG13229-PA (LOC413527), mRNA]
AM11429	GB18872-RA [PREDICTED: Apis mellifera similar to Probable cytochrome P450 303a1 (CYPCCCIIIA1) (LOC727290), partial mRNA]
AM11429	GB18872-RA [PREDICTED: Apis mellifera similar to Probable cytochrome P450 303a1 (CYPCCCIIIA1) (LOC727290), partial mRNA]
AM02811	GB10184-RA [PREDICTED: Apis mellifera similar to tolkin CG6863-PA, isoform A (LOC410386), mRNA]
AM02811	GB10184-RA [PREDICTED: Apis mellifera similar to tolkin CG6863-PA, isoform A (LOC410386), mRNA]
AM01061	BB170012B20H01.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170012B20H01 5', mRNA sequence
AM01061	BB170012B20H01.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170012B20H01 5', mRNA sequence
AM12463	GB19916-RA [PREDICTED: Apis mellifera similar to CG12789-PB, isoform B (LOC408790), mRNA]
AM12463	GB19916-RA [PREDICTED: Apis mellifera similar to CG12789-PB, isoform B (LOC408790), mRNA]
AM12564	GB20017-RA [PREDICTED: Apis mellifera similar to TER94 CG2331-PA, isoform A, transcript variant 1 (LOC409377), mRNA]
AM12564	GB20017-RA [PREDICTED: Apis mellifera similar to TER94 CG2331-PA, isoform A, transcript variant 1 (LOC409377), mRNA]
AM11081	GB18519-RA
AM11081	GB18519-RA
AM00482R	DB733982 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10021E10 5', mRNA sequence
AM00482R	DB733982 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10021E10 5', mRNA sequence
AM10837	GB18272-RA [PREDICTED: Apis mellifera similar to transportin 1 (LOC408842), mRNA]
AM10837	GB18272-RA [PREDICTED: Apis mellifera similar to transportin 1 (LOC408842), mRNA]
AM08966	GB16385-RA [PREDICTED: Apis mellifera similar to CG31284-PA, isoform A (LOC411768), mRNA]
AM08966	GB16385-RA [PREDICTED: Apis mellifera similar to CG31284-PA, isoform A (LOC411768), mRNA]
AM01496	BB170030B20B06.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170030B20B06 5', mRNA sequence
AM01496	BB170030B20B06.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170030B20B06 5', mRNA sequence
AM06916	GB14316-RA [PREDICTED: Apis mellifera similar to CG1402-PA (LOC413109), mRNA]
AM06916	GB14316-RA [PREDICTED: Apis mellifera similar to CG1402-PA (LOC413109), mRNA]
AM08394	GB15812-RA [PREDICTED: Apis mellifera similar to Neprilysin 1 CG5905-PA, isoform A (LOC724433), mRNA]
AM08394	GB15812-RA [PREDICTED: Apis mellifera similar to Neprilysin 1 CG5905-PA, isoform A (LOC724433), mRNA]
AM07773	GB15184-RA [PREDICTED: Apis mellifera similar to ADP-ribosylation factor-like 6 interacting protein 5 (LOC410130), mRNA]
AM07773	GB15184-RA [PREDICTED: Apis mellifera similar to ADP-ribosylation factor-like 6 interacting protein 5 (LOC410130), mRNA]
AM01142	BB170020B20E04.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170020B20E04 5', mRNA sequence
AM01142	BB170020B20E04.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170020B20E04 5', mRNA sequence
AM01103	BB170015B20D10.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170015B20D10 5', mRNA sequence
AM01103	BB170015B20D10.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170015B20D10 5', mRNA sequence
AM00988	DB754996 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10000D08 3', mRNA sequence
AM00988	DB754996 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10000D08 3', mRNA sequence
AM04503	GB11885-RA [PREDICTED: Apis mellifera similar to AP-3 complex subunit delta-1 (Adapter-related protein complex 3 delta-1 subunit) (Delta-adaptin 3) (AP-3 complex delta subunit) (Delta-adaptin) (LOC412097), mRNA]
AM04503	GB11885-RA [PREDICTED: Apis mellifera similar to AP-3 complex subunit delta-1 (Adapter-related protein complex 3 delta-1 subunit) (Delta-adaptin 3) (AP-3 complex delta subunit) (Delta-adaptin) (LOC412097), mRNA]
AM08325	GB15743-RA [PREDICTED: Apis mellifera similar to CCR4-NOT transcription complex, subunit 10 (LOC409280), mRNA]
AM08325	GB15743-RA [PREDICTED: Apis mellifera similar to CCR4-NOT transcription complex, subunit 10 (LOC409280), mRNA]
AM00862R	GB14143-RA [PREDICTED: Apis mellifera similar to F54C1.5a (LOC413930), mRNA]
AM00862R	GB14143-RA [PREDICTED: Apis mellifera similar to F54C1.5a (LOC413930), mRNA]
AM02825	GB10198-RA [PREDICTED: Apis mellifera similar to CG5850-PA (LOC552432), mRNA]
AM02825	GB10198-RA [PREDICTED: Apis mellifera similar to CG5850-PA (LOC552432), mRNA]
AM02068	BB160010A20E11.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160010A20E11 5', mRNA sequence
AM02068	BB160010A20E11.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160010A20E11 5', mRNA sequence
AM10172	GB17601-RA [PREDICTED: Apis mellifera similar to CG18397-PA (LOC413873), mRNA]
AM10172	GB17601-RA [PREDICTED: Apis mellifera similar to CG18397-PA (LOC413873), mRNA]
AM06950	GB14352-RA [PREDICTED: Apis mellifera similar to CG9935-PA, transcript variant 1 (LOC412993), partial mRNA]
AM06950	GB14352-RA [PREDICTED: Apis mellifera similar to CG9935-PA, transcript variant 1 (LOC412993), partial mRNA]
AM02802	GB30236-RA [PREDICTED: Apis mellifera similar to Midasin (MIDAS-containing protein) (LOC551016), mRNA]
AM02802	GB30236-RA [PREDICTED: Apis mellifera similar to Midasin (MIDAS-containing protein) (LOC551016), mRNA]
AM08450	GB15868-RA
AM08450	GB15868-RA
AM06874	GB14274-RB
AM06874	GB14274-RB
AM04498	GB11880-RA
AM04498	GB11880-RA
AM07859	GB15270-RA [PREDICTED: Apis mellifera similar to Telomerase-binding protein EST1A (Ever shorter telomeres 1A) (Telomerase subunit EST1A) (EST1-like protein A) (LOC409795), mRNA]
AM07859	GB15270-RA [PREDICTED: Apis mellifera similar to Telomerase-binding protein EST1A (Ever shorter telomeres 1A) (Telomerase subunit EST1A) (EST1-like protein A) (LOC409795), mRNA]
AM09165	GB16586-RA [PREDICTED: Apis mellifera similar to CG6522-PA (LOC551575), partial mRNA]
AM09165	GB16586-RA [PREDICTED: Apis mellifera similar to CG6522-PA (LOC551575), partial mRNA]
AM12647	GB30550-RA [PREDICTED: Apis mellifera similar to tetratricopeptide repeat domain 12 (LOC727151), mRNA]
AM12647	GB30550-RA [PREDICTED: Apis mellifera similar to tetratricopeptide repeat domain 12 (LOC727151), mRNA]
AM12012	GB19460-RA [PREDICTED: Apis mellifera similar to Aldolase CG6058-PF, isoform F (LOC550785), mRNA]
AM12012	GB19460-RA [PREDICTED: Apis mellifera similar to Aldolase CG6058-PF, isoform F (LOC550785), mRNA]
AM01060	BB170012A20H06.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170012A20H06 5', mRNA sequence
AM01060	BB170012A20H06.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170012A20H06 5', mRNA sequence
AM10996	GB18433-RA [PREDICTED: Apis mellifera similar to dynactin 3 (LOC726360), mRNA]
AM10996	GB18433-RA [PREDICTED: Apis mellifera similar to dynactin 3 (LOC726360), mRNA]
AM07634	GB15043-RA [PREDICTED: Apis mellifera similar to CG11679-PA (LOC725526), mRNA]
AM07634	GB15043-RA [PREDICTED: Apis mellifera similar to CG11679-PA (LOC725526), mRNA]
AM04973	GB12355-RA [PREDICTED: Apis mellifera similar to Paired box protein Pax-6 (Oculorhombin) (LOC724238), mRNA]
AM04973	GB12355-RA [PREDICTED: Apis mellifera similar to Paired box protein Pax-6 (Oculorhombin) (LOC724238), mRNA]
AM07833	GB15244-RA [PREDICTED: Apis mellifera similar to CG1172-PA (LOC552847), mRNA]
AM07833	GB15244-RA [PREDICTED: Apis mellifera similar to CG1172-PA (LOC552847), mRNA]
AM00890	XM_624113.2 [PREDICTED: Apis mellifera similar to moleskin CG7935-PA (LOC551725), partial mRNA]
AM00890	XM_624113.2 [PREDICTED: Apis mellifera similar to moleskin CG7935-PA (LOC551725), partial mRNA]
AM01443	BB170025A20G11.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170025A20G11 5', mRNA sequence
AM01443	BB170025A20G11.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170025A20G11 5', mRNA sequence
AM02730	GB10102-RA [PREDICTED: Apis mellifera hypothetical LOC551774 (LOC551774), mRNA]
AM02730	GB10102-RA [PREDICTED: Apis mellifera hypothetical LOC551774 (LOC551774), mRNA]
AM00731R	DB742949 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10053E03 5', mRNA sequence
AM00731R	DB742949 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10053E03 5', mRNA sequence
AM11645	GB19090-RA [PREDICTED: Apis mellifera similar to CG3108-PA (LOC410452), mRNA]
AM11645	GB19090-RA [PREDICTED: Apis mellifera similar to CG3108-PA (LOC410452), mRNA]
AM03271	GB10645-RA
AM03271	GB10645-RA
AM08267	XM_001121229.1 [PREDICTED: Apis mellifera similar to tube CG10520-PA (LOC725368), mRNA]
AM08267	XM_001121229.1 [PREDICTED: Apis mellifera similar to tube CG10520-PA (LOC725368), mRNA]
AM10850	GB18285-RA [PREDICTED: Apis mellifera similar to mitochondrial ribosomal protein L55 CG14283-PA (LOC724340), mRNA]
AM10850	GB18285-RA [PREDICTED: Apis mellifera similar to mitochondrial ribosomal protein L55 CG14283-PA (LOC724340), mRNA]
AM06876	GB14276-RA [PREDICTED: Apis mellifera similar to CG30481-PA, isoform A (LOC725918), mRNA]
AM06876	GB14276-RA [PREDICTED: Apis mellifera similar to CG30481-PA, isoform A (LOC725918), mRNA]
AM10128	GB17555-RA [PREDICTED: Apis mellifera similar to Limpet CG32171-PD, isoform D (LOC410211), mRNA]
AM10128	GB17555-RA [PREDICTED: Apis mellifera similar to Limpet CG32171-PD, isoform D (LOC410211), mRNA]
AM07779	GB15190-RA [PREDICTED: Apis mellifera similar to CG9809-PA, isoform A (LOC727127), mRNA]
AM07779	GB15190-RA [PREDICTED: Apis mellifera similar to CG9809-PA, isoform A (LOC727127), mRNA]
AM01680	BB170021B20D10.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170021B20D10 5', mRNA sequence
AM01680	BB170021B20D10.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170021B20D10 5', mRNA sequence
AM01878	XM_395280.3 [PREDICTED: Apis mellifera similar to Malic enzyme CG10120-PB, isoform B, transcript variant 1 (LOC411813), partial mRNA]
AM01878	XM_395280.3 [PREDICTED: Apis mellifera similar to Malic enzyme CG10120-PB, isoform B, transcript variant 1 (LOC411813), partial mRNA]
AM00943R	DB751839 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10084F06 5', mRNA sequence
AM00943R	DB751839 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10084F06 5', mRNA sequence
AM11406	GB18849-RA [PREDICTED: Apis mellifera similar to sidestep CG31062-PA (LOC552513), mRNA]
AM11406	GB18849-RA [PREDICTED: Apis mellifera similar to sidestep CG31062-PA (LOC552513), mRNA]
AM01269	BB170014A10H11.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170014A10H11 5', mRNA sequence
AM01269	BB170014A10H11.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170014A10H11 5', mRNA sequence
AM02093	XM_001120507.1 [PREDICTED: Apis mellifera similar to slingshot CG6238-PA, isoform A (LOC724613), mRNA]
AM02093	XM_001120507.1 [PREDICTED: Apis mellifera similar to slingshot CG6238-PA, isoform A (LOC724613), mRNA]
AM01672	BB170012B10H08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170012B10H08 5', mRNA sequence
AM01672	BB170012B10H08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170012B10H08 5', mRNA sequence
AM12315	GB19768-RA
AM12315	GB19768-RA
AM10315	GB17742-RA [PREDICTED: Apis mellifera similar to CG8032-PA (LOC726801), mRNA]
AM10315	GB17742-RA [PREDICTED: Apis mellifera similar to CG8032-PA (LOC726801), mRNA]
AM06251	GB13653-RA
AM06251	GB13653-RA
AM10324	GB17751-RA [PREDICTED: Apis mellifera similar to CG4042-PA (LOC724597), mRNA]
AM10324	GB17751-RA [PREDICTED: Apis mellifera similar to CG4042-PA (LOC724597), mRNA]
AM05054	GB12437-RA [PREDICTED: Apis mellifera similar to CG31690-PB, isoform B (LOC724609), mRNA]
AM05054	GB12437-RA [PREDICTED: Apis mellifera similar to CG31690-PB, isoform B (LOC724609), mRNA]
AM12799	GB14751-RA [PREDICTED: Apis mellifera similar to Tetraspanin 5D CG4690-PA (LOC410821), mRNA]
AM12799	GB14751-RA [PREDICTED: Apis mellifera similar to Tetraspanin 5D CG4690-PA (LOC410821), mRNA]
AM10043	GB17472-RA
AM10043	GB17472-RA
AM09244	GB16666-RA [PREDICTED: Apis mellifera similar to Ets at 98B CG5583-PA (LOC413060), mRNA]
AM09244	GB16666-RA [PREDICTED: Apis mellifera similar to Ets at 98B CG5583-PA (LOC413060), mRNA]
AM07884	GB15294-RA [PREDICTED: Apis mellifera similar to CG30340-PA (LOC726614), mRNA]
AM07884	GB15294-RA [PREDICTED: Apis mellifera similar to CG30340-PA (LOC726614), mRNA]
AM02740	GB10112-RA [PREDICTED: Apis mellifera similar to CG8831-PA (LOC410972), mRNA]
AM02740	GB10112-RA [PREDICTED: Apis mellifera similar to CG8831-PA (LOC410972), mRNA]
AM11559	GB19003-RA [PREDICTED: Apis mellifera similar to Proteasome subunit beta type 3 (Proteasome theta chain) (Proteasome chain 13) (Proteasome component C10-II) (LOC552579), mRNA]
AM11559	GB19003-RA [PREDICTED: Apis mellifera similar to Proteasome subunit beta type 3 (Proteasome theta chain) (Proteasome chain 13) (Proteasome component C10-II) (LOC552579), mRNA]
AM11427	GB18870-RA [PREDICTED: Apis mellifera similar to CG5276-PA (LOC550987), mRNA]
AM11427	GB18870-RA [PREDICTED: Apis mellifera similar to CG5276-PA (LOC550987), mRNA]
AM01975	BB160006B20B06.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160006B20B06 5', mRNA sequence
AM01975	BB160006B20B06.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160006B20B06 5', mRNA sequence
AM00486R	DB734082 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10021J09 5', mRNA sequence
AM00486R	DB734082 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10021J09 5', mRNA sequence
AM07831	GB15242-RA [PREDICTED: Apis mellifera similar to CG4049-PA (LOC413753), mRNA]
AM07831	GB15242-RA [PREDICTED: Apis mellifera similar to CG4049-PA (LOC413753), mRNA]
AM08457	GB15875-RA [PREDICTED: Apis mellifera similar to RNA-binding region containing protein 1 isoform a (LOC551587), mRNA]
AM08457	GB15875-RA [PREDICTED: Apis mellifera similar to RNA-binding region containing protein 1 isoform a (LOC551587), mRNA]
AM07726	GB15136-RA [PREDICTED: Apis mellifera similar to CG4196-PC, isoform C (LOC551441), mRNA]
AM07726	GB15136-RA [PREDICTED: Apis mellifera similar to CG4196-PC, isoform C (LOC551441), mRNA]
AM05582	GB12969-RA [PREDICTED: Apis mellifera similar to neuroblastoma, suppression of tumorigenicity 1 (LOC725658), mRNA]
AM05582	GB12969-RA [PREDICTED: Apis mellifera similar to neuroblastoma, suppression of tumorigenicity 1 (LOC725658), mRNA]
AM03190	GB10563-RA [PREDICTED: Apis mellifera similar to CG14168-PA (LOC726121), mRNA]
AM03190	GB10563-RA [PREDICTED: Apis mellifera similar to CG14168-PA (LOC726121), mRNA]
AM01091	BB170004A20A10.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170004A20A10 5', mRNA sequence
AM01091	BB170004A20A10.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170004A20A10 5', mRNA sequence
AM02272	BB160015A20H12.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160015A20H12 5', mRNA sequence
AM02272	BB160015A20H12.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160015A20H12 5', mRNA sequence
AM00422	DB757733 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10010J24 3', mRNA sequence
AM00422	DB757733 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10010J24 3', mRNA sequence
AM01057	BB170012A20H01.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170012A20H01 5', mRNA sequence
AM01057	BB170012A20H01.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170012A20H01 5', mRNA sequence
AM06244	GB13646-RA [PREDICTED: Apis mellifera similar to CG31132-PA (LOC412406), mRNA]
AM06244	GB13646-RA [PREDICTED: Apis mellifera similar to CG31132-PA (LOC412406), mRNA]
AM00053	"NW_001253514.1 SET: miRNA HC_mir-31a; Apis mellifera linkage group 8 genomic contig, reference assembly (based on Amel_4.0 Group8.21)"
AM00053	"NW_001253514.1 SET: miRNA HC_mir-31a; Apis mellifera linkage group 8 genomic contig, reference assembly (based on Amel_4.0 Group8.21)"
AM01100	"NW_001252971.1 SET: UI_EST BI503348; Apis mellifera linkage group 10 genomic contig, reference assembly (based on Amel_4.0 Group10.31)"
AM01100	"NW_001252971.1 SET: UI_EST BI503348; Apis mellifera linkage group 10 genomic contig, reference assembly (based on Amel_4.0 Group10.31)"
AM12170	GB19619-RA [PREDICTED: Apis mellifera similar to Calpain-7 (PalB homolog) (PalBH) (LOC726223), mRNA]
AM12170	GB19619-RA [PREDICTED: Apis mellifera similar to Calpain-7 (PalB homolog) (PalBH) (LOC726223), mRNA]
AM06490	GB13892-RA [PREDICTED: Apis mellifera similar to Transcription initiation factor TFIID subunit 4 (Transcription initiation factor TFIID 110 kDa subunit) (p110) (TAFII-110) (110 kDa TBP-associated factor) (LOC408923), mRNA]
AM06490	GB13892-RA [PREDICTED: Apis mellifera similar to Transcription initiation factor TFIID subunit 4 (Transcription initiation factor TFIID 110 kDa subunit) (p110) (TAFII-110) (110 kDa TBP-associated factor) (LOC408923), mRNA]
AM12872R	"NW_001253245.1 SET: JDE_EST jdeDEFC147; Apis mellifera linkage group 1 genomic contig, reference assembly (based on Amel_4.0 Group1.81)"
AM12872R	"NW_001253245.1 SET: JDE_EST jdeDEFC147; Apis mellifera linkage group 1 genomic contig, reference assembly (based on Amel_4.0 Group1.81)"
AM01705	BB170015A10E11.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170015A10E11 5', mRNA sequence
AM01705	BB170015A10E11.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170015A10E11 5', mRNA sequence
AM06961	GB14363-RA
AM06961	GB14363-RA
AM02168	BB160013A20H02.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160013A20H02 5', mRNA sequence
AM02168	BB160013A20H02.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160013A20H02 5', mRNA sequence
AM08558	GB15977-RA [PREDICTED: Apis mellifera similar to Probable uridine-cytidine kinase (UCK) (Uridine monophosphokinase) (Cytidine monophosphokinase), transcript variant 1 (LOC410076), mRNA]
AM08558	GB15977-RA [PREDICTED: Apis mellifera similar to Probable uridine-cytidine kinase (UCK) (Uridine monophosphokinase) (Cytidine monophosphokinase), transcript variant 1 (LOC410076), mRNA]
AM04153	GB11533-RA [PREDICTED: Apis mellifera similar to Protein FKSG26, transcript variant 1 (LOC410116), mRNA]
AM04153	GB11533-RA [PREDICTED: Apis mellifera similar to Protein FKSG26, transcript variant 1 (LOC410116), mRNA]
AM07848	GB15259-RA [PREDICTED: Apis mellifera similar to stress-sensitive B CG16944-PA, isoform A (LOC412477), mRNA]
AM07848	GB15259-RA [PREDICTED: Apis mellifera similar to stress-sensitive B CG16944-PA, isoform A (LOC412477), mRNA]
AM04313	GB11693-RA [PREDICTED: Apis mellifera similar to CG2224-PA (LOC724789), mRNA]
AM04313	GB11693-RA [PREDICTED: Apis mellifera similar to CG2224-PA (LOC724789), mRNA]
AM10479	GB17908-RA [PREDICTED: Apis mellifera similar to nucleoporin 214kDa (LOC412464), mRNA]
AM10479	GB17908-RA [PREDICTED: Apis mellifera similar to nucleoporin 214kDa (LOC412464), mRNA]
AM12376	GB19829-RA [PREDICTED: Apis mellifera similar to CG11967-PA (LOC725877), mRNA]
AM12376	GB19829-RA [PREDICTED: Apis mellifera similar to CG11967-PA (LOC725877), mRNA]
AM11699	GB19145-RA [PREDICTED: Apis mellifera similar to prefoldin subunit 1 (LOC726689), mRNA]
AM11699	GB19145-RA [PREDICTED: Apis mellifera similar to prefoldin subunit 1 (LOC726689), mRNA]
AM02856	GB10229-RA
AM02856	GB10229-RA
AM02787	GB10159-RA
AM02787	GB10159-RA
AM02511	BB170028B10G10.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170028B10G10 5', mRNA sequence
AM02511	BB170028B10G10.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170028B10G10 5', mRNA sequence
AM03303	GB10677-RA
AM03303	GB10677-RA
AM03775	GB11151-RA
AM03775	GB11151-RA
AM10609	GB18036-RA [PREDICTED: Apis mellifera similar to CG6525-PA (LOC724402), mRNA]
